query,seller_name,seller_id,rate
validay,IVI Shop,3267,0.66862170087976536
nghiền thuốc,Cửa hàng dụng cụ y khoa Thanh Nhã,3269,0.70270270270270274
parisa,PARISA,3286,0.6629526462395543
bộ trang điểm đầy đủ cho người mới bắt đầu,Vanmiu Beauty,3309,0.736
tranh cạo,1naichuoi9,3317,0.88954056695992179
tranh cạo hàn quốc,1naichuoi9,3317,0.824468085106383
mô hình nhà,1naichuoi9,3317,0.6737967914438503
chăn đông sông hồng,Đệm xanh,3344,0.84873949579831931
mền cotton sông hồng,Đệm xanh,3344,0.68807339449541283
kingzone,Tiện Ích Az,3346,0.7814569536423841
dr lucen,sieuthisua365,3348,1.0
riso,sieuthisua365,3348,0.97247706422018354
sữa nutifood,sieuthisua365,3348,0.77716643741403024
nutifood,sieuthisua365,3348,0.74609375
nuti,sieuthisua365,3348,0.67924528301886788
smallrig,DOFzone,3380,0.96943231441048039
gochujang,Đông Vũ,3434,1.0
tokbokki,Đông Vũ,3434,0.9748653500897666
free knight,Đông Vũ,3434,0.81612903225806455
tương đen hàn quốc,Đông Vũ,3434,0.77586206896551724
tokboki,Đông Vũ,3434,0.7678571428571429
tương hàn quốc,Đông Vũ,3434,0.76677316293929709
túi xách và ví,Đông Vũ,3434,0.75
bộ ba túi sách nữ,Đông Vũ,3434,0.73228346456692917
bo 3 tui xach nu,Đông Vũ,3434,0.72727272727272729
bộ ba túi đeo chéo nữ naza t60494 - đen 33 x 25 cm,Đông Vũ,3434,0.70731707317073167
baellerry,Đông Vũ,3434,0.67380560131795719
tokboki,Đông Vũ,3434,0.67140513942044833
bộ bầu emum,Emum,3435,1.0
ao be trai size đại,Emum,3435,1.0
may lọc be ca,Emum,3435,1.0
set áo thun hoa hồng chân váy ren,Emum,3435,1.0
váy và áo,Emum,3435,1.0
emum,Emum,3435,0.99477351916376311
đầm bầu emum,Emum,3435,0.97488789237668161
quần legging bầu emum,Emum,3435,0.93693693693693691
quần shorts chân váy lưới,Emum,3435,0.92035398230088494
đồ bầu emum,Emum,3435,0.8660714285714286
ao bầu,Emum,3435,0.86428571428571432
sat nach be trai,Emum,3435,0.81702127659574464
đồ bé trai sát nách,Emum,3435,0.8
xếp hình 3d,Ali Chien Chien,3574,0.67391304347826086
nón sơn vải dù,NONTRONSTORE,3596,0.70588235294117652
tour du lịch singapore,VIETRANTOUR,3600,0.72
6996763591432,Fantasy,3618,0.7407407407407407
áo thun nam pigofashion,PigoFashion,3637,1.0
áo sơ mi nam ngắn tay pigofashion,PigoFashion,3637,1.0
pigo,PigoFashion,3637,1.0
pigofashion quần short kaki,PigoFashion,3637,1.0
quần pigofashion,PigoFashion,3637,1.0
pigo fashion,PigoFashion,3637,0.9760479041916168
pigofashion,PigoFashion,3637,0.96724379971923258
polo tay dài,PigoFashion,3637,0.85057471264367812
bộ 3 áo thun nam cổ bẻ,PigoFashion,3637,0.84269662921348309
ao thun nam co be,PigoFashion,3637,0.8125
quần short kaki nam pigo,PigoFashion,3637,0.77580071174377219
áo phông pigo cao cấp cổ bo dệt,PigoFashion,3637,0.70481927710843373
áo thun nam size big,PigoFashion,3637,0.668918918918919
sooc owen,Owenshop,3640,0.9932432432432432
so mi coc tay owen,Owenshop,3640,0.93548387096774188
áo owen sơ mi,Owenshop,3640,0.92268041237113407
quần nam aristino,Owenshop,3640,0.79041916167664672
quan sooc bo nam,Owenshop,3640,0.776595744680851
kaki owen,Owenshop,3640,0.72580645161290325
áo thun polo owen,Owenshop,3640,0.72049689440993792
quần âu owen,Owenshop,3640,0.72043010752688175
sơ mi trắng owen,Owenshop,3640,0.69291338582677164
owen trăng,Owenshop,3640,0.689922480620155
quan short nu thong dung nhieu mau,Hotly,3720,1.0
hoodie,Hotly,3720,0.65771812080536918
morie fashion,PHOENIX,3750,0.94029850746268662
4798820698557,PHOENIX,3750,0.91304347826086951
áo cardigan dài,PHOENIX,3750,0.863013698630137
áo dạ hàn quốc,PHOENIX,3750,0.72463768115942029
son  không chì,ALLCARE,3751,0.803921568627451
kingsport,Kingsport,3775,0.92111650485436891
sexy forever,Sexy Forever VN,3807,1.0
trạm tín hiệu số 23,Sách Bookism,3811,0.9642857142857143
sáu đợt thức tỉnh,Sách Bookism,3811,0.87248322147651
bộ ra thắng lợi nhiu màu,Chăn Drap Gối Nệm Thanh Xuân,3815,1.0
drap thun lạnh?utm_source=google,Chăn Drap Gối Nệm Thanh Xuân,3815,1.0
drap vải thun,Chăn Drap Gối Nệm Thanh Xuân,3815,1.0
drap 1m4,Chăn Drap Gối Nệm Thanh Xuân,3815,0.992619926199262
bộ drap giường thun,Chăn Drap Gối Nệm Thanh Xuân,3815,0.9850746268656716
bộ ga gối bọc thắng lợi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.9838709677419355
drap nêm,Chăn Drap Gối Nệm Thanh Xuân,3815,0.98113207547169812
ra giuong thun lanh han quoc,Chăn Drap Gối Nệm Thanh Xuân,3815,0.97122302158273377
ga giường 1m2 thun lạnh hàn quốc,Chăn Drap Gối Nệm Thanh Xuân,3815,0.96183206106870234
grap  thang loi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.923728813559322
drap thun hàn quốc 1m6x2m,Chăn Drap Gối Nệm Thanh Xuân,3815,0.91538461538461535
drap thun hàn quốc,Chăn Drap Gối Nệm Thanh Xuân,3815,0.915129151291513
ga thun lanh han quoc,Chăn Drap Gối Nệm Thanh Xuân,3815,0.90506329113924056
drap bọc thắng lợi 1.6x2m,Chăn Drap Gối Nệm Thanh Xuân,3815,0.90384615384615385
drap thun 1m4,Chăn Drap Gối Nệm Thanh Xuân,3815,0.90306122448979587
grap giường thun lạnh,Chăn Drap Gối Nệm Thanh Xuân,3815,0.88043478260869568
thắng loi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.87401574803149606
bộ drap totoro,Chăn Drap Gối Nệm Thanh Xuân,3815,0.86290322580645162
grap thun,Chăn Drap Gối Nệm Thanh Xuân,3815,0.86168224299065421
drap giường thun,Chăn Drap Gối Nệm Thanh Xuân,3815,0.84107579462102688
bộ drap thun màu,Chăn Drap Gối Nệm Thanh Xuân,3815,0.84070796460176989
áo gối cotton,Chăn Drap Gối Nệm Thanh Xuân,3815,0.83760683760683763
bộ 5 món ra gối thắng lợi 1.8m×2m,Chăn Drap Gối Nệm Thanh Xuân,3815,0.8125
bộ grap cotton thắng lợi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.80851063829787229
grap thun lanh,Chăn Drap Gối Nệm Thanh Xuân,3815,0.80110497237569056
bộ drap thun lạnh,Chăn Drap Gối Nệm Thanh Xuân,3815,0.79074889867841414
drap thun,Chăn Drap Gối Nệm Thanh Xuân,3815,0.78087445666070054
drap thun lạnh,Chăn Drap Gối Nệm Thanh Xuân,3815,0.761923928355806
chan gra ao goi hometex,Chăn Drap Gối Nệm Thanh Xuân,3815,0.7615384615384615
drap thun lanh,Chăn Drap Gối Nệm Thanh Xuân,3815,0.74427480916030531
bộ drap thắng lợi kèm mền,Chăn Drap Gối Nệm Thanh Xuân,3815,0.73224043715847
drap thắng lơi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.72941176470588232
chan thang loi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.72625698324022347
thắng lợi drap?utm_source=google,Chăn Drap Gối Nệm Thanh Xuân,3815,0.72511848341232232
chan ga thang loi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.72413793103448276
gra thang loi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.72164948453608246
drap giường thun lạnh,Chăn Drap Gối Nệm Thanh Xuân,3815,0.72077028885832184
ra giường thun lạnh,Chăn Drap Gối Nệm Thanh Xuân,3815,0.71153846153846156
bộ drap kèm mềm chần gòn,Chăn Drap Gối Nệm Thanh Xuân,3815,0.71084337349397586
drap thắng lợi 1m2,Chăn Drap Gối Nệm Thanh Xuân,3815,0.703862660944206
bộ ra thắng lợi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.70238095238095233
bo drap thun,Chăn Drap Gối Nệm Thanh Xuân,3815,0.69415807560137455
ga thun lạnh hàn quốc,Chăn Drap Gối Nệm Thanh Xuân,3815,0.69279661016949157
bộ grap coton thắng lợi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.68452380952380953
drap  thang loi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.68
ga thắng lợi 1.8m,Chăn Drap Gối Nệm Thanh Xuân,3815,0.67634854771784236
bộ grap thun lạnh hàn quốc,Chăn Drap Gối Nệm Thanh Xuân,3815,0.67613636363636365
ra giuong thun lanh han quoc,Chăn Drap Gối Nệm Thanh Xuân,3815,0.67484662576687116
drap giuong thang loi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.673394495412844
bộ drap thun lạnh hàn quốc,Chăn Drap Gối Nệm Thanh Xuân,3815,0.663003663003663
bộ ga gối thắng lợi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.66260162601626016
ra drap cotton thang loi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.65986394557823125
thắng lợi,Chăn Drap Gối Nệm Thanh Xuân,3815,0.65748031496063
sandal nữ phong cách,số 3,3863,0.935064935064935
sục da,số 3,3863,0.90909090909090906
sục bệt nữ,số 3,3863,0.90196078431372551
sục sneaker,số 3,3863,0.8928571428571429
giay sandal nu de gau phong cach han quoc,số 3,3863,0.8571428571428571
dép quai hậu nữ xăng đan đế cao kiểu hàn quốc,số 3,3863,0.85
giày tom,số 3,3863,0.84671532846715325
giày sandal đế cao nữ,số 3,3863,0.84375
giầy sneaker nữ cổ cao,số 3,3863,0.82352941176470584
dép h&m,số 3,3863,0.8
giày tik tok,số 3,3863,0.77777777777777779
shop giày,số 3,3863,0.75384615384615383
giady sneaker vải,số 3,3863,0.75229357798165142
giày lười slip-on nam,số 3,3863,0.74545454545454548
shop giày mwc,số 3,3863,0.73643410852713176
slipon nữ,số 3,3863,0.70329670329670335
giày lười thể thao nam 3fashion shop vải mềm nhẹ cực kỳ êm chân - 3161,số 3,3863,0.703125
giày sục sneaker,số 3,3863,0.69270833333333337
dép h,số 3,3863,0.67741935483870963
kissy,TOP A,3904,0.84548104956268222
kissy,TOP A,3904,0.84033613445378152
khẩu trang kissy cho bé,TOP A,3904,0.82608695652173914
khẩu trang kissy,TOP A,3904,0.69162436548223349
cặp sách học sinh nữ in hình,BALO HASUN,3924,0.84905660377358494
vali hasun,BALO HASUN,3924,0.68125
bộ ốc vít xe dream,VJC,3933,0.98058252427184467
bộ ốc xe wave,VJC,3933,0.97029702970297027
bộ vỏ nhựa wave anpha 2002,VJC,3933,0.93333333333333335
bộ ốc dàn áo xe wave a,VJC,3933,0.90647482014388492
bộ ốc xe dream,VJC,3933,0.86274509803921573
vỏ dream,VJC,3933,0.855072463768116
vo xe drem,VJC,3933,0.848
dàn áo dream,VJC,3933,0.83983849259757737
vỏ nhựa xe dream,VJC,3933,0.83450704225352113
bộ áo xe dream,VJC,3933,0.83168316831683164
nhựa xe wave,VJC,3933,0.80978260869565222
ốc bấm áo xe,VJC,3933,0.80555555555555558
vỏ xe dream,VJC,3933,0.79069767441860461
ốc xe winner,VJC,3933,0.77391304347826084
bộ vỏ xe dream,VJC,3933,0.77049180327868849
dàn áo wave,VJC,3933,0.76525821596244137
dàn áo wave,VJC,3933,0.74733388022969649
dàn nhựa xe,VJC,3933,0.74590163934426235
nhựa xe dream,VJC,3933,0.73372781065088755
dan ao wave,VJC,3933,0.7290322580645161
áo xe dream,VJC,3933,0.71518987341772156
dan ao wave 110,VJC,3933,0.70370370370370372
dàn áo xe wave alpha đời đầu,VJC,3933,0.69607410674900749
áo xe wave 110,VJC,3933,0.67785234899328861
dan ao xe dream,VJC,3933,0.67435669920141972
vỏ nhựa xe wave,VJC,3933,0.67005076142131981
oc xe,VJC,3933,0.66412213740458015
giày fashy,Đồ bơi cho bé,3934,1.0
kính bơi fashy,Đồ bơi cho bé,3934,0.77248677248677244
mint basic,MINT BASIC,3955,0.99401197604790414
dầm cho người mập,Đầm cho người mập Halloza,3957,0.86466165413533835
đầm cho người mập,Đầm cho người mập Halloza,3957,0.84130019120458888
thoi trang cho nguoi map.,Đầm cho người mập Halloza,3957,0.83734939759036142
quần áo nữ cho người mập,Đầm cho người mập Halloza,3957,0.75490196078431371
đầm cho người map,Đầm cho người mập Halloza,3957,0.7347560975609756
quan ao cho nguoi map,Đầm cho người mập Halloza,3957,0.70297029702970293
đầm cho nguoi mập,Đầm cho người mập Halloza,3957,0.69230769230769229
iken shoe,Giày Iken,3970,1.0
giày thể thao iken z-style,Giày Iken,3970,1.0
iken,Giày Iken,3970,0.97158322056833557
giay iken,Giày Iken,3970,0.94750656167979
giày iken,Giày Iken,3970,0.90042372881355937
giày thể thao iken,Giày Iken,3970,0.82089552238805974
astalift,Astalift Vietnam,3980,0.83197831978319781
bikini passport,Bikini Passport,3981,0.95899053627760256
amprin,Amprin  Thời Trang Thiết Kế Trẻ Em,4000,1.0
áo thun bé gái 8 tuổi,Amprin  Thời Trang Thiết Kế Trẻ Em,4000,0.75294117647058822
molys,MOLYS,4001,1.0
thời trang cho con bú,MOLYS,4001,0.73604060913705582
chân gà,hương hoàng foods,4015,0.71951219512195119
lót chuột overwatch sexy,Zpro.vn,4018,0.75806451612903225
milani,Ceomate Technology Co.  Ltd.,4052,1.0
colourpop lippie stix,Ceomate Technology Co.  Ltd.,4052,1.0
son milani,Ceomate Technology Co.  Ltd.,4052,1.0
colourpop lippie,Ceomate Technology Co.  Ltd.,4052,1.0
colourpop,Ceomate Technology Co.  Ltd.,4052,1.0
colourpop,Ceomate Technology Co.  Ltd.,4052,0.95950155763239875
colourpop màu mắt,Ceomate Technology Co.  Ltd.,4052,0.78985507246376807
kính áp tròng dùng 6 tháng trong suốt,Kính áp tròng Hera,4064,1.0
lens hera,Kính áp tròng Hera,4064,1.0
kinh áp tròng trong suốt không độ,Kính áp tròng Hera,4064,1.0
kính áp tròng hera,Kính áp tròng Hera,4064,0.91836734693877553
kính áp tròng trong suốt,Kính áp tròng Hera,4064,0.74754098360655741
kính áp tròng black,Kính áp tròng Hera,4064,0.6901408450704225
kinh ap trong trong suot,Kính áp tròng Hera,4064,0.672566371681416
kính áp tròng trong suốt 4 độ,Kính áp tròng Hera,4064,0.672566371681416
old sailor,Hejshop,4065,0.98473282442748089
đồng hồ skmei 1283,Chuẩn Mua,4074,0.88805970149253732
skmei 1283,Chuẩn Mua,4074,0.72857142857142854
đồng hồ đôi thể thao,Chuẩn Mua,4074,0.72727272727272729
ensure original,quatangme,4078,0.92173913043478262
hạt nêm massel,quatangme,4078,0.74336283185840712
thạch nho kyoho,quatangme,4078,0.66666666666666663
giay banh got an phat,GIÀY BÁNH GÓT AN PHÁT,4084,1.0
giày bánh gót - giày bay,GIÀY BÁNH GÓT AN PHÁT,4084,0.9673202614379085
giày 1 bánh gót,GIÀY BÁNH GÓT AN PHÁT,4084,0.91588785046728971
giày bánh gót an phát,GIÀY BÁNH GÓT AN PHÁT,4084,0.90169491525423728
softymo,Kosé Official Store,4095,0.83486238532110091
kosé,Kosé Official Store,4095,0.73372781065088755
benzoyl peroxide,CÔNG NGHỆ TẦM NHÌN,4106,0.75401069518716579
banuli,BANULI,4183,1.0
giày banuli,BANULI,4183,1.0
monkstrap,BANULI,4183,0.73786407766990292
giay nam adidas cao cap,BANULI,4183,0.6633663366336634
áo rẻ,HẢI ĐĂNG FASHION,4196,0.71287128712871284
áo khoác nữ túi hộp,HẢI ĐĂNG FASHION,4196,0.67664670658682635
vike,GIÀY THỂ THAO MỸ VIKEN,4210,1.0
viken,GIÀY THỂ THAO MỸ VIKEN,4210,0.982976653696498
giày viken,GIÀY THỂ THAO MỸ VIKEN,4210,0.8571428571428571
autoart,Xe Mô Hình Tĩnh,4220,1.0
mô hình lamborghini,Xe Mô Hình Tĩnh,4220,0.76571428571428568
lamborghini aventador,Xe Mô Hình Tĩnh,4220,0.672
áo sơ m nam nagứn tay sọc lớn,HAHAFASHION,4247,0.8571428571428571
so mi nam caro tay ngắn,HAHAFASHION,4247,0.76190476190476186
skullcandy 3 wireless red,Skullcandy,4261,0.79761904761904767
skullcandy jib,Skullcandy,4261,0.691358024691358
saphir,K.Store,4262,0.994535519125683
dây giày saphir,K.Store,4262,0.88073394495412849
giày sandal vento nbo1,VENTO VN,4282,0.87096774193548387
sadal unisex vento,VENTO VN,4282,0.868421052631579
sandal vento nb,VENTO VN,4282,0.863013698630137
sandal vento nb02,VENTO VN,4282,0.863013698630137
vento nb02,VENTO VN,4282,0.81290322580645158
skyn,DƯỢC PHẨM VIỆT HÀ,4286,1.0
xp-pen,XP-PEN VIỆT NAM,4294,0.69230769230769229
herobility,Johan&Johan,4302,1.0
airinum,Johan&Johan,4302,0.99646643109540634
uncle jax,INDULGE VIET NAM,4308,0.92473118279569888
balo elecom,HappyStore - Hàng Chính Hãng,4314,0.7831325301204819
suzuki gd110,Xe Máy Nguyễn Cao,4324,1.0
sonic 150r,Xe Máy Nguyễn Cao,4324,0.994475138121547
husky 125,Xe Máy Nguyễn Cao,4324,0.71042471042471045
smlife,SMLIFE,4330,0.96313364055299544
alpecin,CÔNG TY TNHH DƯỢC PHẨM VÀ TTB Y TẾ HD,4340,1.0
giày salomon,Salomon vietnam,4343,1.0
giày salomon,Salomon vietnam,4343,1.0
salomon sense ride,Salomon vietnam,4343,1.0
giay salomon,Salomon vietnam,4343,1.0
salomon,Salomon vietnam,4343,0.97481877146127427
giày nam salomon,Salomon vietnam,4343,0.97350993377483441
giày chạy bộ địa hình,Salomon vietnam,4343,0.76237623762376239
saigonswagger,Saigon Swagger,4348,1.0
saigon swagger,Saigon Swagger,4348,0.99787158566867684
balo saigon swagger,Saigon Swagger,4348,0.93523316062176165
cốc nguyệt san aoberst,HELLO KIDS,4357,0.72789115646258506
leviter,LEVITER,4378,1.0
avalon,TOMCITYVN,4389,0.99367088607594933
uno kiss,TOMCITYVN,4389,0.99358974358974361
cashflow,TOMCITYVN,4389,0.79972565157750342
odd,TOMCITYVN,4389,0.73786407766990292
sữa colosbaby,BÁCH HÓA HUỆ LAN,4390,0.864406779661017
colosbaby,BÁCH HÓA HUỆ LAN,4390,0.75838926174496646
những lời bình yên,PHAN LỆ & FRIENDS,4413,0.69841269841269837
senta,Senta,4429,1.0
giày sandal senta,Senta,4429,1.0
xandnl nữ cao gót vắt chéo,Senta,4429,0.95108695652173914
guốc kimsa,Senta,4429,0.81081081081081086
sandal nữ dây bính hồng,Senta,4429,0.73170731707317072
giày sandal hình pony,Senta,4429,0.7024793388429752
oem sandal,Senta,4429,0.69444444444444442
giày sandal nữ size 41,Senta,4429,0.68702290076335881
agapan,Hafa Beauty,4446,1.0
son agapan,Hafa Beauty,4446,0.99566473988439308
son secret key,Hafa Beauty,4446,0.7734375
son bl secret,Hafa Beauty,4446,0.76497695852534564
april skin,Hafa Beauty,4446,0.73165829145728645
son sweet glam,Hafa Beauty,4446,0.73023255813953492
sweet glam,Hafa Beauty,4446,0.7218274111675127
cushion april skin,Hafa Beauty,4446,0.70129870129870131
secret key sweet glam tint glow,Hafa Beauty,4446,0.69908814589665658
son dưỡng môi có màu secret key sweet glam tint glow 3.5g,Hafa Beauty,4446,0.69230769230769229
son dưỡng sweet glam,Hafa Beauty,4446,0.68807339449541283
phấn april skin,Hafa Beauty,4446,0.66666666666666663
ốp lưng samsung a5 2015,Nettacase,4453,0.74172185430463577
op lung j5 2015,Nettacase,4453,0.67307692307692313
dép nam da bò thật hải nancy,Giày Hải Nancy,4463,0.94444444444444442
giày nam đông hải,Giày Hải Nancy,4463,0.872093023255814
giày sandal nam teramo,Happyshoes,4498,1.0
giày sandal nam teramo,Happyshoes,4498,1.0
trm03,Happyshoes,4498,1.0
giày sandal nam teramo trm04,Happyshoes,4498,0.95454545454545459
sandal nam teramo,Happyshoes,4498,0.81180811808118081
giày sandal nam teramo,Happyshoes,4498,0.77333333333333332
giày teramo,Happyshoes,4498,0.76923076923076927
sandal bé trai teramo,Happyshoes,4498,0.67901234567901236
teramo,Happyshoes,4498,0.67567567567567566
sctv,Smart Home Group,4503,0.75757575757575757
le fruit,Happy Trade,4520,0.9464285714285714
mdk,MDK,4522,1.0
m-d-k.html,MDK,4522,1.0
m-d-k,MDK,4522,1.0
m.d.k,MDK,4522,0.99928418038654254
mdk quần áo bé gái,MDK,4522,0.7021276595744681
ecolife,ECOLIFEKOREA,4548,0.81672025723472674
foreo luna,Joybuy Channel,4560,1.0
giày nam playboy,Joybuy Channel,4560,1.0
wetbrush,Joybuy Channel,4560,1.0
sk ii,Joybuy Channel,4560,1.0
chnt,Joybuy Channel,4560,1.0
boxer playboy,Joybuy Channel,4560,1.0
foreo,Joybuy Channel,4560,1.0
moleskine,Joybuy Channel,4560,1.0
giay camel,Joybuy Channel,4560,1.0
nanch,Joybuy Channel,4560,1.0
quần lót nam s,Joybuy Channel,4560,1.0
kangnai,Joybuy Channel,4560,1.0
y7000,Joybuy Channel,4560,1.0
razer blade,Joybuy Channel,4560,1.0
giay playboy,Joybuy Channel,4560,1.0
feiyue,Joybuy Channel,4560,1.0
luna play plus,Joybuy Channel,4560,1.0
tangle teezer,Joybuy Channel,4560,1.0
giày thể thao nữ guciheaven 8995,Joybuy Channel,4560,1.0
nanjiren,Joybuy Channel,4560,1.0
mlb,Joybuy Channel,4560,1.0
giày nam dên có đèn led size 36,Joybuy Channel,4560,1.0
mạt chược,Joybuy Channel,4560,1.0
lenovo y7000,Joybuy Channel,4560,1.0
giày playboy nam,Joybuy Channel,4560,1.0
kiehl,Joybuy Channel,4560,1.0
sk -ii,Joybuy Channel,4560,1.0
worx,Joybuy Channel,4560,1.0
oaso,Joybuy Channel,4560,1.0
rotring,Joybuy Channel,4560,1.0
foreo luna mini,Joybuy Channel,4560,1.0
a21,Joybuy Channel,4560,1.0
bút sharpie,Joybuy Channel,4560,1.0
cartelo,Joybuy Channel,4560,1.0
kiehls,Joybuy Channel,4560,1.0
quần lót nam xxxxl,Joybuy Channel,4560,1.0
áo sơ mi g2000,Joybuy Channel,4560,1.0
phanteks,Joybuy Channel,4560,1.0
bút duke,Joybuy Channel,4560,1.0
hanajirushi,Joybuy Channel,4560,1.0
foreo luna play,Joybuy Channel,4560,1.0
sk-ii,Joybuy Channel,4560,1.0
chando,Joybuy Channel,4560,1.0
mũ mlb,Joybuy Channel,4560,1.0
mahjong,Joybuy Channel,4560,1.0
giày mr smile,Joybuy Channel,4560,1.0
legion y7000,Joybuy Channel,4560,1.0
giày nam camel,Joybuy Channel,4560,1.0
interight,Joybuy Channel,4560,1.0
giày playboy thể thao,Joybuy Channel,4560,1.0
máy foreo,Joybuy Channel,4560,1.0
hasee,Joybuy Channel,4560,1.0
giày camel nam,Joybuy Channel,4560,1.0
đèn bàn mookray,Joybuy Channel,4560,1.0
morakniv,Joybuy Channel,4560,1.0
giày vải playboy,Joybuy Channel,4560,1.0
8159701607246,Joybuy Channel,4560,1.0
mideer,Joybuy Channel,4560,1.0
larsd,Joybuy Channel,4560,1.0
wedding gown,Joybuy Channel,4560,1.0
khăn tắm sanli,Joybuy Channel,4560,1.0
pebeo,Joybuy Channel,4560,1.0
oppo k11,Joybuy Channel,4560,1.0
somi nam g2000 trắng,Joybuy Channel,4560,1.0
giay the thao playboy,Joybuy Channel,4560,1.0
nzxt,Joybuy Channel,4560,1.0
miiow,Joybuy Channel,4560,1.0
jiayi,Joybuy Channel,4560,1.0
honor am08,Joybuy Channel,4560,1.0
perfect diary,Joybuy Channel,4560,1.0
posca,Joybuy Channel,4560,1.0
onitsuka,Joybuy Channel,4560,1.0
gameking,Joybuy Channel,4560,1.0
natural republic,Joybuy Channel,4560,1.0
akko,Joybuy Channel,4560,1.0
clarisonic,Joybuy Channel,4560,1.0
off mr smile giày sneaker,Joybuy Channel,4560,1.0
slippers,Joybuy Channel,4560,1.0
gậy trekking,Joybuy Channel,4560,1.0
chef made,Joybuy Channel,4560,1.0
áo sơ mi nam .,Joybuy Channel,4560,1.0
đồng hồ compas,Joybuy Channel,4560,1.0
mexican,Joybuy Channel,4560,1.0
6751450227267,Joybuy Channel,4560,1.0
soloman shoe sport,Joybuy Channel,4560,1.0
giày da bóng nam playboy,Joybuy Channel,4560,1.0
quần lót playboy nam,Joybuy Channel,4560,1.0
váy cưới sexy,Joybuy Channel,4560,1.0
kokuyo campus note,Joybuy Channel,4560,1.0
foreo 3,Joybuy Channel,4560,1.0
maxcook,Joybuy Channel,4560,1.0
mẫu giày nam đẹp 2019,Joybuy Channel,4560,1.0
foreo luna,Joybuy Channel,4560,1.0
qiaodan,Joybuy Channel,4560,1.0
three seven,Joybuy Channel,4560,1.0
pechoin,Joybuy Channel,4560,1.0
giày playboy nam,Joybuy Channel,4560,1.0
oiwas,Joybuy Channel,4560,1.0
uni5,Joybuy Channel,4560,1.0
áo quần giữ nhiệt cho nam,Joybuy Channel,4560,1.0
luna foreo,Joybuy Channel,4560,1.0
fereo,Joybuy Channel,4560,1.0
biaze,Joybuy Channel,4560,1.0
quần đùi lót playboy,Joybuy Channel,4560,1.0
mmb ladies,Joybuy Channel,4560,1.0
wd element,Joybuy Channel,4560,1.0
evening gown,Joybuy Channel,4560,1.0
modyf,Joybuy Channel,4560,1.0
mcdavid,Joybuy Channel,4560,1.0
tafuco,Joybuy Channel,4560,1.0
quần joker,Joybuy Channel,4560,1.0
wengu,Joybuy Channel,4560,1.0
huawei am08,Joybuy Channel,4560,1.0
vai ao cưới,Joybuy Channel,4560,1.0
adidas giày nữ chính hãng,Joybuy Channel,4560,1.0
lược wetbrush,Joybuy Channel,4560,1.0
lược tangle,Joybuy Channel,4560,1.0
vali latit,Joybuy Channel,4560,1.0
foreo play,Joybuy Channel,4560,1.0
lhc561,Joybuy Channel,4560,1.0
clarisonic mia,Joybuy Channel,4560,1.0
kinbor,Joybuy Channel,4560,1.0
washitape,Joybuy Channel,4560,1.0
handjoy d3,Joybuy Channel,4560,1.0
giầy thể thao nam cartelo kdl,Joybuy Channel,4560,1.0
giày nữ usa,Joybuy Channel,4560,1.0
quần đù nam,Joybuy Channel,4560,1.0
sekkisei,Joybuy Channel,4560,1.0
aimer,Joybuy Channel,4560,1.0
bút máy oaso,Joybuy Channel,4560,1.0
benjie k8,Joybuy Channel,4560,1.0
giày mary jane,Joybuy Channel,4560,1.0
zebra delguard,Joybuy Channel,4560,1.0
ao dạ hoi ngắn,Joybuy Channel,4560,1.0
bộ 3 quần lót nam playboy,Joybuy Channel,4560,1.0
áo sơ mi nam carbine,Joybuy Channel,4560,1.0
giầy bảo hộ lao đọng nam,Joybuy Channel,4560,1.0
wedding princess dress,Joybuy Channel,4560,1.0
marie’s,Joybuy Channel,4560,1.0
foreo ufo,Joybuy Channel,4560,1.0
quần dữ nhiệt,Joybuy Channel,4560,1.0
cờ mạt chược,Joybuy Channel,4560,1.0
chuot thinkpad,Joybuy Channel,4560,1.0
foreo,Joybuy Channel,4560,0.99863226378825964
foreo luna 3,Joybuy Channel,4560,0.99849624060150377
skii,Joybuy Channel,4560,0.99844961240310082
luna 3,Joybuy Channel,4560,0.99805068226120852
lancome,Joybuy Channel,4560,0.997920997920998
foreo luna play plus,Joybuy Channel,4560,0.99766627771295213
nusign,Joybuy Channel,4560,0.99651567944250874
áo ngực xia weifang,Joybuy Channel,4560,0.99622641509433962
party dress,Joybuy Channel,4560,0.99618320610687028
giày playboy,Joybuy Channel,4560,0.99563794983642306
xtep,Joybuy Channel,4560,0.9943820224719101
prom,Joybuy Channel,4560,0.99435028248587576
kaweco,Joybuy Channel,4560,0.99378330373001778
quần lót nam size xxxxl,Joybuy Channel,4560,0.99331103678929766
luna mini,Joybuy Channel,4560,0.99290780141843971
